"","postal_code","school_name","url_address","address","telephone_no","email_address","mrt_desc","bus_desc","dgp_code","zone_code","type_code","nature_code","session_code","mainlevel_code","sap_ind","autonomous_ind","gifted_ind","ip_ind","mothertongue1_code","mothertongue2_code","mothertongue3_code","results.SEARCHVAL","results.BLK_NO","results.ROAD_NAME","results.BUILDING","results.ADDRESS","results.X","results.Y","results.LATITUDE","results.LONGITUDE"
"87",439272,"TANJONG KATONG GIRLS' SCHOOL","http://www.tkgs.moe.edu.sg","20   Dunman Lane","63441593","tkgs@moe.edu.sg","PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 43, 134, 135, 197","MARINE PARADE","EAST","GOVERNMENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil","TANJANG KATONG GIRLS SCHOOL (U/C)","20","DUNMAN LANE","TANJANG KATONG GIRLS SCHOOL (U/C)","20 DUNMAN LANE TANJANG KATONG GIRLS SCHOOL (U/C) SINGAPORE 439272","34987.7913389215","32209.2362594008","1.3075626184394","103.896107204542"
"88",448880,"VICTORIA SCHOOL","http://www.victoria.moe.edu.sg","2    SIGLAP LINK","62912965","VICTORIA_SCH@MOE.EDU.SG","BEDOK MRT, PAYA LEBAR MRT","31, 36, 43, 47, 48, 55, 135, 155, 196, 196E, 197, 401, 853C","BEDOK","EAST","GOVERNMENT SCHOOL","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","Yes","Yes","Chinese","Malay","Tamil","VICTORIA SCHOOL","2","SIGLAP LINK","VICTORIA SCHOOL","2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880","38535.0431807386","32336.5539019071","1.3087130270751","103.927980966639"
"89",449035,"VICTORIA JUNIOR COLLEGE","http://www.victoriajc.moe.edu.sg/","20   MARINE VISTA","64485011","victoria_jc@moe.edu.sg","Nearest MRT Stations:  Kembangan, Eunos","13, 16, 31, 36, 43, 48, 55, 135, 196, 196e, 197","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","Yes","Chinese","Malay","Tamil","VICTORIA JUNIOR COLLEGE","20","MARINE VISTA","VICTORIA JUNIOR COLLEGE","20 MARINE VISTA VICTORIA JUNIOR COLLEGE SINGAPORE 449035","37644.9179267231","32114.1239029113","1.30670174177479","103.919982704149"
"90",449149,"NGEE ANN PRIMARY SCHOOL","http://www.ngeeannpri.moe.edu.sg","344  MARINE TERRACE","64418677","NAPS@MOE.EDU.SG","Nil","13, 16, 16M, 31,36, 43, 47, 48, 55, 135, 196, 196E, 197, 853M (at Marine Parade road) 13, 16, 16M, 196 and 196E(at Marine Terrace)","MARINE PARADE","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","NASCANS NGEE ANN SCC","344","MARINE TERRACE","NASCANS NGEE ANN SCC","344 MARINE TERRACE NASCANS NGEE ANN SCC SINGAPORE 449149","37376.4109761156","31984.7973440588","1.30553224180437","103.917570005713"
"91",449150,"CHIJ KATONG CONVENT","http://www.chijkatongconvent.moe.edu.sg","346  MARINE TERRACE","64486433","chijktcs@moe.edu.sg","BEDOK MRT, KEMBANGAN MRT, EUNOS MRT, PAYA LEBAR MRT","4N, 13, 16, 31, 36, 36A, 36B, 43, 47, 48, 55, 134, 135, 135A, 150, 196, 196E, 197, 853C, 763","MARINE PARADE","EAST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil","CHIJ KATONG CONVENT","346","MARINE TERRACE","CHIJ KATONG CONVENT","346 MARINE TERRACE CHIJ KATONG CONVENT SINGAPORE 449150","37329.0360122882","32085.467477452","1.30644268034894","103.917144350028"
"92",449761,"TAO NAN SCHOOL","http://www.taonan.moe.edu.sg","49   MARINE CRESCENT","64428307","taonan_sch@moe.edu.sg","Paya Lebar, Eunos","13, 16, 31, 36, 43, 48, 55, 134, 196, 197","MARINE PARADE","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","Yes","No","Chinese","na","na","TAO NAN SCHOOL","49","MARINE CRESCENT","TAO NAN SCHOOL","49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761","36706.7907984024","31957.4686842412","1.30528528687321","103.911553152326"
"93",455789,"ST. STEPHEN'S SCHOOL","http://www.ststephens.moe.edu.sg","20   SIGLAP VIEW","62419513","STSTEPHENSCH@MOE.EDU.SG","Kembangan MRT Station","2,7,24,25,26,28,30,32,33,67,854","BEDOK","EAST","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","SAINT STEPHEN'S SCHOOL","20","SIGLAP VIEW","SAINT STEPHEN'S SCHOOL","20 SIGLAP VIEW SAINT STEPHEN'S SCHOOL SINGAPORE 455789","37341.652827817","33450.7695051655","1.31878997295135","103.917258129598"
"94",458436,"OPERA ESTATE PRIMARY SCHOOL","http://www.operaestatepri.moe.edu.sg","48   FIDELIO STREET","62410417","oeps@moe.edu.sg","Bedok, Kembangan","42","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","KNOWLEDGE PARK EDUCARE PTE LTE (OPERA ESTATE PRIMARY SCHOOL)","48","FIDELIO STREET","KNOWLEDGE PARK EDUCARE PTE LTE (OPERA ESTATE PRIMARY SCHOOL)","48 FIDELIO STREET KNOWLEDGE PARK EDUCARE PTE LTE (OPERA ESTATE PRIMARY SCHOOL) SINGAPORE 458436","38064.4274895079","33581.1396132912","1.31996876377748","103.923752668632"
"95",465561,"TEMASEK SECONDARY SCHOOL","https://temaseksec.moe.edu.sg","600  UPPER EAST COAST ROAD","64495020","temasek_ss@moe.edu.sg","BEDOK MRT, TANAH MERAH MRT","10, 10E, 13, 14, 25, 43, 46, 55, 137, 229, 506, 531, 853","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil","TEMASEK SECONDARY SCHOOL","600","UPPER EAST COAST ROAD","TEMASEK SECONDARY SCHOOL","600 UPPER EAST COAST ROAD TEMASEK SECONDARY SCHOOL SINGAPORE 465561","40714.4313851139","33133.1948234718","1.31591673150616","103.947564112022"
"96",468585,"BEDOK SOUTH SECONDARY SCHOOL","http://www.bedoksouthsec.moe.edu.sg","1    JALAN LANGGAR BEDOK","64414479","bsss@moe.edu.sg","TANAH MERAH MRT","10, 14, 45","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","BEDOK SOUTH SECONDARY SCHOOL","1","JALAN LANGGAR BEDOK","BEDOK SOUTH SECONDARY SCHOOL","1 JALAN LANGGAR BEDOK BEDOK SOUTH SECONDARY SCHOOL SINGAPORE 468585","41095.5563319344","34152.6950651146","1.32513655159184","103.950989139261"
"97",468980,"PING YI SECONDARY SCHOOL","http://pingyisec.moe.edu.sg","61   CHAI CHEE STREET","64489580","pyss@moe.edu.sg","BEDOK MRT","26, 222, 222B, 2, 7, 24, 25, 28, 30, 30E, 32, 33, 40, 67, 229, 854, 60, 87","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","PING YI SECONDARY SCHOOL","61","CHAI CHEE STREET","PING YI SECONDARY SCHOOL","61 CHAI CHEE STREET PING YI SECONDARY SCHOOL SINGAPORE 468980","37724.7424694616","34360.4560490176","1.3270167275387","103.920700671987"
"98",469278,"TEMASEK JUNIOR COLLEGE","http://www.temasekjc.moe.edu.sg","22   BEDOK SOUTH ROAD","64428066","TEMASEK_JC@MOE.EDU.SG","BEDOK MRT","12, 12E, 16, 31, 38, 47, 137, 155, 196, 196A, 197, 229","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","FULL DAY","MIXED LEVELS","No","No","No","Yes","Chinese","Malay","Tamil","TEMASEK JUNIOR COLLEGE","22","BEDOK SOUTH ROAD","TEMASEK JUNIOR COLLEGE","22 BEDOK SOUTH ROAD TEMASEK JUNIOR COLLEGE SINGAPORE 469278","39379.2891936116","33417.989127459","1.31849283027837","103.935567309385"
"99",469293,"BEDOK VIEW SECONDARY SCHOOL","http://www.bedokviewsec.moe.edu.sg","6    BEDOK SOUTH AVENUE 3","64430563","bedokview_ss@moe.edu.sg","TANAH MERAH MRT","2, 9, 12, 14, 24, 25, 31, 35, 38, 45, 46, 47, 48, 506","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","BEDOK VIEW SECONDARY SCHOOL","6","BEDOK SOUTH AVENUE 3","BEDOK VIEW SECONDARY SCHOOL","6 BEDOK SOUTH AVENUE 3 BEDOK VIEW SECONDARY SCHOOL SINGAPORE 469293","40292.8371452186","34044.3485775683","1.32415704029686","103.943776245024"
"100",469300,"TEMASEK PRIMARY SCHOOL","http://www.temasekpri.moe.edu.sg","501  BEDOK SOUTH AVE 3","64438134","temasek_ps@moe.edu.sg","Tanah Merah MRT","229, 10, 14, 13, 48, 43, 506","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MOE KINDERGARTEN @ TEMASEK","501","BEDOK SOUTH AVENUE 3","MOE KINDERGARTEN @ TEMASEK","501 BEDOK SOUTH AVENUE 3 MOE KINDERGARTEN @ TEMASEK SINGAPORE 469300","40513.5817926126","33275.4610059001","1.31720341663064","103.94575943784"
"101",469317,"BEDOK GREEN PRIMARY SCHOOL","http://www.bedokgreenpri.moe.edu.sg","1    BEDOK SOUTH AVE 2","64425416","bgps@moe.edu.sg","Bedok MRT Station, Tanah Merah MRT Station","Bus No. 2, 9, 12, 24, 31, 34 & 38","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","BEDOK GREEN PRIMARY SCHOOL","1","BEDOK SOUTH AVENUE 2","BEDOK GREEN PRIMARY SCHOOL","1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317","39636.5324891713","33965.6893824711","1.32344593287992","103.937878976352"
"102",469623,"YU NENG PRIMARY SCHOOL","http://www.ynps.moe.edu.sg/","56   BEDOK NORTH ST 3","64490121","YNPS@MOE.EDU.SG","Bedok MRT Station (East-West Line), Bedok Reservoir MRT STation (Downtown line)","14, 17, 18, 28, 66, 67, 69, 225","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","na","BIG HEART STUDENT CARE @ YU NENG","56","BEDOK NORTH STREET 3","BIG HEART STUDENT CARE @ YU NENG","56 BEDOK NORTH STREET 3 BIG HEART STUDENT CARE @ YU NENG SINGAPORE 469623","38983.8870810149","35130.5094223451","1.33398037894072","103.932015036296"
"103",469680,"FENGSHAN PRIMARY SCHOOL","http://www.fengshanpri.moe.edu.sg","307  BEDOK NORTH ROAD","65860123","fsps@moe.edu.sg","Bedok MRT","18, 228, 222, 17, 69, 66, 67, 168, 28, 506, 14, 45","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MOE KINDERGARTEN @ FENGSHAN","307","BEDOK NORTH ROAD","MOE KINDERGARTEN @ FENGSHAN","307 BEDOK NORTH ROAD MOE KINDERGARTEN @ FENGSHAN SINGAPORE 469680","38982.7967979731","34657.410485195","1.32970184654986","103.932005069334"
"104",469700,"ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL","http://www.stanthonyscanossiansec.moe.edu.sg","1600 BEDOK NORTH AVENUE 4","64490616","sacss@moe.edu.sg","BEDOK MRT, BEDOK RESERVOIR MRT","17, 14, 46, 222","BEDOK","EAST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil","SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL","1600","BEDOK NORTH AVENUE 4","SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL","1600 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700","40092.566337103","35206.0519231595","1.33466313498855","103.941977166932"
"105",469701,"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","http://www.stanthonyscanossianpri.moe.edu.sg","1602 BEDOK NORTH AVE 4","64492239","sacps@moe.edu.sg","Bedok MRT","17","BEDOK","EAST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL","1602","BEDOK NORTH AVENUE 4","SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL","1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701","40009.9558383394","35212.930261923","1.3347253730189","103.941234868202"
"106",469719,"RED SWASTIKA SCHOOL","http://www.redswastika.moe.edu.sg","350  BEDOK NORTH AVENUE 3","64430380","REDSWASTIKA@MOE.EDU.SG","Bedok Reservoir MRT","Bus 14, 17, 28, 46, 66, 67, 69, 222, 228","BEDOK","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na","COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL","350","BEDOK NORTH AVENUE 3","COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL","350 BEDOK NORTH AVENUE 3 COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL SINGAPORE 469719","39240.1303829281","35138.9475005791","1.33405659580859","103.934317528484"
"107",469722,"BEDOK GREEN SECONDARY SCHOOL","http://www.bedokgreensec.moe.edu.sg","360  BEDOK NORTH AVE 3","64463301","BGSS@MOE.EDU.SG","BEDOK MRT, BEDOK RESERVOIR MRT","14, 17, 18, 28, 46, 66, 67, 69, 168, 222, 228, 506","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","BEDOK GREEN SECONDARY SCHOOL","360","BEDOK NORTH AVENUE 3","BEDOK GREEN SECONDARY SCHOOL","360 BEDOK NORTH AVENUE 3 BEDOK GREEN SECONDARY SCHOOL SINGAPORE 469722","39319.2390878517","35190.1334154308","1.33451947288431","103.935028383346"
"108",479226,"DAMAI PRIMARY SCHOOL","http://www.damaipri.moe.edu.sg","52   BEDOK RESERVOIR CRESCENT","64456483","DAMAI_PS@MOE.EDU.SG","Bedok North MRT Station","Bus 228,66,65,22,21,5 and 506","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","BIG HEART STUDENT CARE @ DAMAI","52","BEDOK RESERVOIR CRESCENT","BIG HEART STUDENT CARE @ DAMAI","52 BEDOK RESERVOIR CRESCENT BIG HEART STUDENT CARE @ DAMAI SINGAPORE 479226","37789.8996013105","35270.4133399837","1.33524602829747","103.921286435321"
"109",479229,"DAMAI SECONDARY SCHOOL","http://www.damaisec.moe.edu.sg","4800 BEDOK RESERVOIR ROAD","64436848","damai_ss@moe.edu.sg","BEDOK RESERVOIR MRT, BEDOK MRT, TAMPINES MRT","5, 21, 22, 59, 65, 66, 228, 506, CT18","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","DAMAI SECONDARY SCHOOL","4800","BEDOK RESERVOIR ROAD","DAMAI SECONDARY SCHOOL","4800 BEDOK RESERVOIR ROAD DAMAI SECONDARY SCHOOL SINGAPORE 479229","38435.9529452929","35456.4196343422","1.33692798510393","103.927091653438"
"110",479239,"TELOK KURAU PRIMARY SCHOOL","http://www.telokkuraupri.moe.edu.sg","50   BEDOK RESERVOIR RD","62441600","telokkuraups@moe.edu.sg","Kaki Bukit MRT (nearest)","8, 15, 22, 55, 65, 60,66, 87 & 506","BEDOK","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","KOWABUNGA KIDZ TREEHOUSE @ TELOK KURAU PRIMARY","50","BEDOK RESERVOIR ROAD","KOWABUNGA KIDZ TREEHOUSE @ TELOK KURAU PRIMARY","50 BEDOK RESERVOIR ROAD KOWABUNGA KIDZ TREEHOUSE @ TELOK KURAU PRIMARY SINGAPORE 479239","36645.7359166555","34811.4976773225","1.33109611001931","103.911005345855"
"111",487012,"ANGLICAN HIGH SCHOOL","http://www.anglicanhigh.moe.edu.sg","600  UPPER CHANGI ROAD","62414866","AHS@MOE.EDU.SG","TANAH MERAH MRT","2, 9, 12, 14, 24, 31, 35, 38, 45, 47, 48","BEDOK","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","Yes","Yes","No","No","Chinese","na","na","ALL SAINTS' CHURCH, SINGAPORE","600","UPPER CHANGI ROAD","ALL SAINTS' CHURCH, SINGAPORE","600 UPPER CHANGI ROAD ALL SAINTS' CHURCH, SINGAPORE SINGAPORE 487012","39993.0203263573","34754.6941457652","1.33058126205128","103.941082513081"
"112",518798,"MERIDIAN PRIMARY SCHOOL","http://www.meridianpri.moe.edu.sg/","20   PASIR RIS ST 71","65832125","MERIDIAN_PS@MOE.EDU.SG","Pasir Ris MRT Station","3,359","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MERIDIAN PRIMARY SCHOOL","20","PASIR RIS STREET 71","MERIDIAN PRIMARY SCHOOL","20 PASIR RIS STREET 71 MERIDIAN PRIMARY SCHOOL SINGAPORE 518798","39303.5458344575","39724.6885971073","1.37552831658484","103.934889078518"
"113",518799,"TAMPINES MERIDIAN JUNIOR COLLEGE","http://www.tmjc.moe.edu.sg","21   Pasir Ris Street 71","63493660","tmjc@moe.edu.sg","Pasir Ris MRT Station","3, 39, 53, 81, 89, 109, 358, 518","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","FULL DAY","JUNIOR COLLEGE","No","No","No","No","Chinese","Malay","Tamil","TAMPINES MERIDIAN JUNIOR COLLEGE","21","PASIR RIS STREET 71","TAMPINES MERIDIAN JUNIOR COLLEGE","21 PASIR RIS STREET 71 TAMPINES MERIDIAN JUNIOR COLLEGE SINGAPORE 518799","39537.4294200996","39813.7284696326","1.37633346909682","103.936990723441"
"114",518866,"ELIAS PARK PRIMARY SCHOOL","http://www.eliasparkpri.moe.edu.sg","11   PASIR RIS STREET 52","65844393","epps@moe.edu.sg","Pasir Ris MRT","3, 15, 39, 53, 81, 88, 89, 357, 403, 518","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","AFTERSCHOOL @ ELIAS PARK PRIMARY SCHOOL","11","PASIR RIS STREET 52","AFTERSCHOOL @ ELIAS PARK PRIMARY SCHOOL","11 PASIR RIS STREET 52 AFTERSCHOOL @ ELIAS PARK PRIMARY SCHOOL SINGAPORE 518866","40460.9792755861","39672.6204007976","1.37505696315817","103.945289416873"
"115",518901,"MERIDIAN SECONDARY SCHOOL","http://www.meridiansec.moe.edu.sg","31   PASIR RIS STREET 51","65831387","meridian_sec@moe.edu.sg","PASIR RIS MRT","39, 53, 81, 89, 109, 359, 403, 518","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","MERIDIAN SECONDARY SCHOOL","31","PASIR RIS STREET 51","MERIDIAN SECONDARY SCHOOL","31 PASIR RIS STREET 51 MERIDIAN SECONDARY SCHOOL SINGAPORE 518901","40870.9016361358","38809.035507232","1.3672468492013","103.948972483629"
"116",518934,"PASIR RIS CREST SECONDARY SCHOOL","http://www.prcss.moe.edu.sg","11   PASIR RIS STREET 41","65811655","prcss@moe.edu.sg","PASIR RIS MRT","358, 17, 81, 12, 3","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","PASIR RIS CREST SECONDARY SCHOOL","11","PASIR RIS STREET 41","PASIR RIS CREST SECONDARY SCHOOL","11 PASIR RIS STREET 41 PASIR RIS CREST SECONDARY SCHOOL SINGAPORE 518934","42067.8542885976","39427.6259528883","1.37284060102246","103.959728202919"
"117",518935,"CASUARINA PRIMARY SCHOOL","http://www.casuarinapri.moe.edu.sg/","30   PASIR RIS ST 41","65837132","CASUARINA_PS@MOE.EDU.SG","Pasir Ris MRT Station","Nos. 12, 21 & 358","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","NASCANS @ CASUARINA PRIMARY","30","PASIR RIS STREET 41","NASCANS @ CASUARINA PRIMARY","30 PASIR RIS STREET 41 NASCANS @ CASUARINA PRIMARY SINGAPORE 518935","41776.7314032353","39457.149041526","1.37310773436801","103.957112275692"
"118",518968,"PASIR RIS PRIMARY SCHOOL","http://www.pasirrispri.moe.edu.sg","5    PASIR RIS STREET 21","65822606","prps@moe.edu.sg","Pasir Ris MRT","3,5,6,89","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","COMMIT LEARNING SCHOOLHOUSE @ PASIR RIS PRIMARY","5","PASIR RIS STREET 21","COMMIT LEARNING SCHOOLHOUSE @ PASIR RIS PRIMARY","5 PASIR RIS STREET 21 COMMIT LEARNING SCHOOLHOUSE @ PASIR RIS PRIMARY SINGAPORE 518968","42423.3658017013","39384.6009523422","1.37245132722087","103.962922699031"
"119",519073,"LOYANG VIEW SECONDARY SCHOOL","http://www.loyangviewsec.moe.edu.sg","12   PASIR RIS STREET 11","65821727","loyangview_ss@moe.edu.sg","PASIR RIS MRT","12, 21, 39, 53, 81, 109, 359, 518","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","LOYANG VIEW SECONDARY SCHOOL","12","PASIR RIS STREET 11","LOYANG VIEW SECONDARY SCHOOL","12 PASIR RIS STREET 11 LOYANG VIEW SECONDARY SCHOOL SINGAPORE 519073","41758.1067258865","38735.8040275108","1.36658417167238","103.956944585725"
"120",519075,"WHITE SANDS PRIMARY SCHOOL","http://www.whitesandspri.moe.edu.sg","2    PASIR RIS ST 11","69229100","wsps@moe.edu.sg","Pasir Ris MRT Station","12, 17, 21, 39, 53, 81, 518, 109","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL)","2","PASIR RIS STREET 11","LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL)","2 PASIR RIS STREET 11 LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL) SINGAPORE 519075","42194.0540739279","38630.9946565423","1.36563610941695","103.960861814678"
"121",519421,"HAI SING CATHOLIC SCHOOL","http://www.haisingcatholic.moe.edu.sg","9    PASIR RIS DRIVE 6","65827864","HSHS@MOE.EDU.SG","PASIR RIS MRT","3, 5, 6, 12, 17, 21, 89, 354, 358","PASIR RIS","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","HAI SING CATHOLIC SCHOOL","9","PASIR RIS DRIVE 6","HAI SING CATHOLIC SCHOOL","9 PASIR RIS DRIVE 6 HAI SING CATHOLIC SCHOOL SINGAPORE 519421","41536.9732257053","39594.1036770996","1.37434641160381","103.954957944437"
"122",519524,"PARK VIEW PRIMARY SCHOOL","http://www.parkviewpri.moe.edu.sg","60   PASIR RIS DRIVE 1","65851421","PVPS@MOE.EDU.SG","Pasir Ris MRT Station","358,39,53,81,89","PASIR RIS","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","LIFE STUDENT CARE - PARK VIEW PRIMARY","60","PASIR RIS DRIVE 1","LIFE STUDENT CARE - PARK VIEW PRIMARY","60 PASIR RIS DRIVE 1 LIFE STUDENT CARE - PARK VIEW PRIMARY SINGAPORE 519524","39783.5293153096","39999.8822296057","1.37801687647812","103.9392021807"
"123",528906,"JUNYUAN PRIMARY SCHOOL","https://junyuanpri.moe.edu.sg","2    Tampines Street 91","67830375","JUNYUAN_PS@MOE.EDU.SG","Tampines West (Downtown Line); Tampines (East-West Line)","76281: 22, 46, 129 76061: 10, 15, 20, 21, 23, 27, 31, 34, 39, 65, 67, 168, 292 75051: 5, 8, 18, 28, 59, 118","TAMPINES","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil","MOE KINDERGARTEN @ JUNYUAN","2","TAMPINES STREET 91","MOE KINDERGARTEN @ JUNYUAN","2 TAMPINES STREET 91 MOE KINDERGARTEN @ JUNYUAN SINGAPORE 528906","39764.1579873385","36686.6051103286","1.34805283888458","103.939026808982"
"124",528933,"JUNYUAN SECONDARY SCHOOL","http://www.junyuansec.moe.edu.sg","11   TAMPINES STREET 84","65873683","JUNYUAN_SS@MOE.EDU.SG","TAMPINES MRT, TAMPINES WEST MRT","69, 291, 293","TAMPINES","EAST","GOVERNMENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","JUNYUAN SECONDARY SCHOOL","11","TAMPINES STREET 84","JUNYUAN SECONDARY SCHOOL","11 TAMPINES STREET 84 JUNYUAN SECONDARY SCHOOL SINGAPORE 528933","39192.0351621611","37301.4129357934","1.35361315263537","103.933886165824"
"125",528986,"ST. HILDA'S SECONDARY SCHOOL","http://www.sthildassec.moe.edu.sg","2    TAMPINES STREET 82","63055277","SHSS@MOE.EDU.SG","TAMPINES MRT, TAMPINES WEST MRT","22, 129, 293, 298","TAMPINES","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil","SAINT HILDA'S SECONDARY SCHOOL","2","TAMPINES STREET 82","SAINT HILDA'S SECONDARY SCHOOL","2 TAMPINES STREET 82 SAINT HILDA'S SECONDARY SCHOOL SINGAPORE 528986","39606.2556369342","36873.0704489276","1.34973922385379","103.937608032148"
